"","ENTREZID","SYMBOL","ENSEMBL","SRR12878708","SRR12878713","SRR12878714","SRR12878717","SRR12878718","SRR12878719"
"16353","545","ATR","ENSG00000175054",1387,116,851,11,74,81
"16427","546","ATRX","ENSG00000085224",9581,858,6190,39,1022,542
"16472","547","KIF1A","ENSG00000130294",1733,42,267,70,32,37
"16634","549","AUH","ENSG00000148090",469,52,441,1,30,10
"16731","550","AUP1","ENSG00000115307",796,110,676,1,81,58
"16824","551","AVP","ENSG00000101200",0,1,0,1,0,0
"16926","552","AVPR1A","ENSG00000166148",282,1,141,6,9,20
"17035","553","AVPR1B","ENSG00000198049",0,1,0,2,0,1
"17119","554","AVPR2","ENSG00000126895",14,13,13,16,6,0
"17439","558","AXL","ENSG00000167601",6041,250,4188,3,2,100
"17716","563","AZGP1","ENSG00000160862",0,0,0,3,1,0
"17757","566","AZU1","ENSG00000172232",14,0,0,11,7,3
"17758","566","AZU1","ENSG00000278624",14,0,0,11,7,3
"17801","567","B2M","ENSG00000166710",53125,4542,32029,149,1374,1014
"17802","567","B2M","ENSG00000273686",53125,4542,32029,149,1374,1014
"17959","570","BAAT","ENSG00000136881",5,0,3,0,2,0
"17960","570","BAAT","ENSG00000276559",5,0,3,0,2,0
"18012","571","BACH1","ENSG00000156273",4729,347,2271,0,65,125
"18106","572","BAD","ENSG00000002330",460,48,271,0,6,23
"18141","573","BAG1","ENSG00000107262",1181,80,841,37,119,121
"18169","574","BAGE",NA,0,3,0,0,0,0
"18341","575","ADGRB1","ENSG00000181790",176,12,159,15,38,33
"18432","576","ADGRB2","ENSG00000121753",171,6,68,1,2,8
"18514","577","ADGRB3","ENSG00000135298",315,5,70,0,9,4
"18558","578","BAK1","ENSG00000030110",75,21,57,0,10,6
"18603","579","NKX3-2","ENSG00000109705",0,0,0,3,2,1
"18617","580","BARD1","ENSG00000138376",499,15,180,1,16,19
"18624","581","BAX","ENSG00000087088",131,65,153,1,18,34
"18639","582","BBS1","ENSG00000174483",434,35,173,3,12,9
"18648","583","BBS2","ENSG00000125124",827,40,325,0,45,30
"18688","585","BBS4","ENSG00000140463",246,14,215,0,16,36
"18722","586","BCAT1","ENSG00000060982",1697,81,1071,6,18,44
"18737","587","BCAT2","ENSG00000105552",192,15,70,6,5,11
"18771","590","BCHE","ENSG00000114200",6,1,0,0,5,0
"18812","593","BCKDHA","ENSG00000248098",603,81,264,2,19,22
"18839","594","BCKDHB","ENSG00000083123",372,11,225,0,0,10
"18848","595","CCND1","ENSG00000110092",6139,266,3689,42,155,177
"18861","596","BCL2","ENSG00000171791",689,65,286,1,19,1
"18869","597","BCL2A1","ENSG00000140379",729,201,50,0,7,17
"18878","598","BCL2L1","ENSG00000171552",1968,245,870,20,72,79
"18896","599","BCL2L2","ENSG00000129473",672,38,318,3,44,36
"18933","602","BCL3","ENSG00000069399",413,84,379,9,8,73
"18947","604","BCL6","ENSG00000113916",1985,371,774,6,31,85
"18989","605","BCL7A","ENSG00000110987",177,4,52,10,0,4
"18990","605","BCL7A","ENSG00000282873",177,4,52,10,0,4
"19006","606","NBEAP1",NA,10,4,1,3,4,4
"19028","607","BCL9","ENSG00000116128",266,48,176,9,8,25
"19030","608","TNFRSF17","ENSG00000048462",13,1,0,0,0,0
"19043","610","HCN2","ENSG00000099822",503,10,90,83,164,181
"19048","611","OPN1SW","ENSG00000128617",14,0,4,0,0,8
"19060","613","BCR","ENSG00000186716",1698,175,964,7,593,207
"19105","617","BCS1L","ENSG00000074582",155,22,126,7,28,15
"19111","618","BCYRN1","ENSG00000236824",3,0,1,0,0,0
"19180","622","BDH1","ENSG00000161267",124,24,59,34,1,0
"19181","622","BDH1","ENSG00000275544",124,24,59,34,1,0
"19193","623","BDKRB1","ENSG00000100739",2,0,8,0,21,1
"19205","624","BDKRB2","ENSG00000168398",11,19,65,15,115,77
"19227","627","BDNF","ENSG00000176697",6,2,7,3,4,11
"19247","629","CFB","ENSG00000243649",1039,241,1375,15,46,89
"19248","629","CFB","ENSG00000242335",1039,241,1375,15,46,89
"19249","629","CFB","ENSG00000241534",1039,241,1375,15,46,89
"19250","629","CFB","ENSG00000243570",1039,241,1375,15,46,89
"19251","629","CFB","ENSG00000204359",1039,241,1375,15,46,89
"19252","629","CFB","ENSG00000241253",1039,241,1375,15,46,89
"19253","629","CFB","ENSG00000239754",1039,241,1375,15,46,89
"19280","631","BFSP1","ENSG00000125864",93,10,68,0,21,11
"19288","632","BGLAP","ENSG00000242252",0,0,2,0,0,0
"19297","633","BGN","ENSG00000182492",5950,127,2116,50,190,296
"19307","634","CEACAM1","ENSG00000079385",107,69,100,0,10,15
"19324","635","BHMT","ENSG00000145692",4,0,0,6,2,7
"19338","636","BICD1","ENSG00000151746",1280,81,600,3,175,92
"19352","637","BID","ENSG00000015475",638,63,383,1,22,4
"19359","638","BIK","ENSG00000100290",4,4,8,1,0,0
"19381","639","PRDM1","ENSG00000057657",3091,86,2101,5,472,295
"19442","640","BLK","ENSG00000136573",1,0,0,6,5,12
"19443","640","BLK","ENSG00000285369",1,0,0,6,5,12
"19483","641","BLM","ENSG00000197299",116,4,17,4,16,23
"19557","642","BLMH","ENSG00000108578",720,66,428,5,59,58
"19631","643","CXCR5","ENSG00000160683",2,1,2,0,10,3
"19740","644","BLVRA","ENSG00000106605",576,44,411,0,56,73
"19840","645","BLVRB","ENSG00000090013",407,37,254,0,1,20
"19921","646","BNC1","ENSG00000169594",0,0,2,3,3,5
"20076","648","BMI1","ENSG00000168283",145,4,98,0,6,4
"20123","649","BMP1","ENSG00000168487",155,27,75,10,138,56
"20176","650","BMP2","ENSG00000125845",164,5,133,1,6,7
"20215","651","BMP3","ENSG00000152785",0,1,1,12,9,7
"20240","652","BMP4","ENSG00000125378",35,21,23,1,10,4
"20275","653","BMP5","ENSG00000112175",0,0,1,3,9,8
"20365","654","BMP6","ENSG00000153162",599,102,435,5,30,10
"20399","655","BMP7","ENSG00000101144",58,0,1,15,1,2
"20409","656","BMP8B","ENSG00000116985",29,11,29,142,211,132
"20420","657","BMPR1A","ENSG00000107779",356,5,220,12,3,9
"20430","658","BMPR1B","ENSG00000138696",142,7,14,0,0,4
"20439","659","BMPR2","ENSG00000204217",10980,3635,7788,4413,4605,5046
"20469","660","BMX","ENSG00000102010",73,37,65,14,42,18
"20495","661","POLR3D","ENSG00000168495",573,58,467,18,48,113
"20506","662","BNIP1","ENSG00000113734",101,9,107,0,3,4
"20517","663","BNIP2","ENSG00000140299",3253,211,2669,2,141,78
"20526","664","BNIP3","ENSG00000176171",370,18,327,3,11,25
"20544","665","BNIP3L","ENSG00000104765",3434,183,2362,20,74,123
"20556","666","BOK","ENSG00000176720",232,31,109,0,11,9
"20565","667","DST","ENSG00000151914",9596,1286,8765,21,1037,682
"20574","668","FOXL2","ENSG00000183770",345,23,119,5,9,4
"20579","669","BPGM","ENSG00000172331",371,30,228,1,44,19
"20590","670","BPHL","ENSG00000137274",126,12,77,15,0,1
"20601","671","BPI","ENSG00000101425",48,25,0,0,0,1
"20612","672","BRCA1","ENSG00000012048",230,61,187,8,3,22
"20622","673","BRAF","ENSG00000157764",607,41,338,1,47,19
"20640","675","BRCA2","ENSG00000139618",267,9,140,0,33,21
"20650","676","BRDT","ENSG00000137948",0,0,0,0,0,0
"20656","677","ZFP36L1","ENSG00000185650",25213,1506,14661,135,940,593
"20756","678","ZFP36L2","ENSG00000152518",6919,697,4545,6,95,83
"20774","680","BRS3","ENSG00000102239",0,0,0,0,0,0
"20787","682","BSG","ENSG00000172270",35831,848,13880,34,166,359
"20793","683","BST1","ENSG00000109743",80,1,21,0,2,2
"20808","684","BST2","ENSG00000130303",4431,376,4673,11,35,147
"20815","685","BTC","ENSG00000174808",3,4,6,0,0,0
"20822","686","BTD","ENSG00000169814",258,29,120,0,27,0
"20832","687","KLF9","ENSG00000119138",2674,56,1979,3,101,150
"20845","688","KLF5","ENSG00000102554",10,13,19,0,1,12
"20856","689","BTF3","ENSG00000145741",1486,104,718,0,25,83
"20883","690","BTF3P11",NA,0,1,0,0,0,0
"21089","694","BTG1","ENSG00000133639",2807,314,1326,1,79,95
"21112","695","BTK","ENSG00000010671",801,72,399,2,27,9
"21116","696","BTN1A1","ENSG00000124557",6,0,1,1,0,11
"21119","699","BUB1","ENSG00000169679",30,11,8,1,18,14
"21146","701","BUB1B","ENSG00000156970",31,1,11,1,13,23
"21185","705","BYSL","ENSG00000112578",126,16,30,1,9,22
"21196","706","TSPO","ENSG00000100300",333,121,207,3,1,19
"21214","708","C1QBP","ENSG00000108561",727,102,445,0,38,63
"21235","710","SERPING1","ENSG00000149131",4232,340,3779,4,20,74
"21246","711","ERC2-IT1","ENSG00000281708",0,0,0,0,0,8
"21252","712","C1QA","ENSG00000173372",3268,622,2939,1,36,53
"21267","713","C1QB","ENSG00000173369",10287,2086,9272,28,47,135
"21278","714","C1QC","ENSG00000159189",11501,1300,7894,21,22,50
"21294","715","C1R","ENSG00000159403",622,105,349,22,44,81
"21295","715","C1R","ENSG00000288512",622,105,349,22,44,81
"21306","716","C1S","ENSG00000182326",815,81,271,11,28,63
"21317","717","C2","ENSG00000166278",515,9,239,2,0,6
"21318","717","C2","ENSG00000206372",515,9,239,2,0,6
"21319","717","C2","ENSG00000231543",515,9,239,2,0,6
"21320","717","C2","ENSG00000226560",515,9,239,2,0,6
"21321","717","C2","ENSG00000204364",515,9,239,2,0,6
"21322","717","C2","ENSG00000235696",515,9,239,2,0,6
"21323","717","C2","ENSG00000235017",515,9,239,2,0,6
"21334","718","C3","ENSG00000125730",134623,9119,78419,37,24,97
"21344","719","C3AR1","ENSG00000171860",2060,181,774,4,0,3
"21347","720","C4A","ENSG00000244731",0,0,0,0,0,0
"21348","720","C4A","ENSG00000227746",0,0,0,0,0,0
"21349","720","C4A","ENSG00000244207",0,0,0,0,0,0
"21350","720","C4A","ENSG00000206340",0,0,0,0,0,0
"21356","721","C4B","ENSG00000224389",0,0,0,0,0,0
"21357","721","C4B","ENSG00000224639",0,0,0,0,0,0
"21358","721","C4B","ENSG00000228454",0,0,0,0,0,0
"21359","721","C4B","ENSG00000236625",0,0,0,0,0,0
"21360","721","C4B","ENSG00000228267",0,0,0,0,0,0
"21362","722","C4BPA","ENSG00000123838",1,0,1,0,0,0
"21395","725","C4BPB","ENSG00000123843",5,0,1,0,4,0
"21402","726","CAPN5","ENSG00000149260",91,18,63,0,21,21
"21413","727","C5","ENSG00000106804",147,16,49,0,0,4
"21449","728","C5AR1","ENSG00000197405",1210,143,325,1,0,9
"21595","729","C6","ENSG00000039537",0,1,0,2,0,8
"21695","730","C7","ENSG00000112936",603,84,53,4,14,13
"21728","731","C8A","ENSG00000157131",0,0,0,7,0,2
"21744","732","C8B","ENSG00000021852",0,16,0,1,3,1
"21757","733","C8G","ENSG00000176919",0,0,0,1,0,0
"21763","734","OSGIN2","ENSG00000164823",460,20,326,3,3,22
"21771","735","C9","ENSG00000113600",0,0,2,0,6,6
"21799","738","VPS51","ENSG00000149823",1001,84,384,5,72,83
"21812","740","MRPL49","ENSG00000149792",434,31,255,0,2,7
"21827","741","ZNHIT2","ENSG00000174276",104,8,34,0,0,15
"21850","744","MPPED2","ENSG00000066382",314,2,95,18,6,22
"21857","745","MYRF","ENSG00000124920",190,2,19,19,26,18
"21864","746","TMEM258","ENSG00000134825",177,16,160,1,19,2
"21872","747","DAGLA","ENSG00000134780",265,20,104,3,1,7
"21896","750","GAS8-AS1","ENSG00000221819",0,0,0,0,0,10
"21909","752","FMNL1","ENSG00000184922",2298,354,1404,332,574,125
"21915","753","LDLRAD4","ENSG00000168675",2900,203,1655,11,59,42
"21925","754","PTTG1IP","ENSG00000183255",7515,570,4840,25,272,266
"21934","755","CFAP410","ENSG00000160226",338,13,134,4,43,44
"21950","757","TMEM50B","ENSG00000142188",1316,133,785,1,52,56
"21951","757","TMEM50B","ENSG00000263160",1316,133,785,1,52,56
"21958","758","MPPED1","ENSG00000186732",19,0,11,0,3,1
"21967","759","CA1","ENSG00000133742",1,1,0,0,0,1
"21974","760","CA2","ENSG00000104267",882,20,343,1,83,196
"21975","761","CA3","ENSG00000164879",34,0,10,0,0,1
"21976","762","CA4","ENSG00000167434",3748,18,987,1,0,6
"21983","763","CA5A","ENSG00000174990",126,0,45,30,1,1
"21992","765","CA6","ENSG00000131686",0,9,0,0,0,4
"21994","766","CA7","ENSG00000168748",3,6,0,0,1,0
"21995","767","CA8","ENSG00000178538",34,16,30,5,0,6
"22041","768","CA9","ENSG00000107159",0,0,0,0,0,0
"22068","770","CA11","ENSG00000063180",201,11,105,13,1,5
"22079","771","CA12","ENSG00000074410",1,0,0,4,7,5
"22095","773","CACNA1A","ENSG00000141837",277,43,241,3,3,19
"22103","774","CACNA1B","ENSG00000148408",27,0,100,17,1,19
"22109","775","CACNA1C","ENSG00000151067",1008,36,493,33,333,246
"22110","775","CACNA1C","ENSG00000285479",1008,36,493,33,333,246
"22118","776","CACNA1D","ENSG00000157388",321,58,178,8,3,8
"22128","777","CACNA1E","ENSG00000198216",387,32,151,55,21,46
"22136","778","CACNA1F","ENSG00000102001",9,2,15,2,4,3
"22145","779","CACNA1S","ENSG00000081248",45,1,20,17,1,10
"22150","780","DDR1","ENSG00000204580",297,39,294,22,5,20
"22151","780","DDR1","ENSG00000223680",297,39,294,22,5,20
"22152","780","DDR1","ENSG00000229767",297,39,294,22,5,20
"22153","780","DDR1","ENSG00000234078",297,39,294,22,5,20
"22154","780","DDR1","ENSG00000215522",297,39,294,22,5,20
"22155","780","DDR1","ENSG00000137332",297,39,294,22,5,20
"22156","780","DDR1","ENSG00000230456",297,39,294,22,5,20
"22164","781","CACNA2D1","ENSG00000153956",282,31,177,2,29,14
"22168","782","CACNB1","ENSG00000067191",92,10,77,3,10,11
"22170","783","CACNB2","ENSG00000165995",338,9,72,3,10,23
"22173","784","CACNB3","ENSG00000167535",111,31,63,1,31,26
"22179","785","CACNB4","ENSG00000182389",825,6,439,3,0,12
"22185","786","CACNG1","ENSG00000108878",5,0,3,3,0,2
"22194","788","SLC25A20","ENSG00000178537",62,35,63,0,5,16
"22211","790","CAD","ENSG00000084774",678,73,418,51,103,42
"22467","793","CALB1","ENSG00000104327",0,0,6,17,0,0
"22496","794","CALB2","ENSG00000172137",7,0,7,0,0,1
"22497","794","CALB2","ENSG00000282830",7,0,7,0,0,1
"22523","795","S100G","ENSG00000169906",18,0,0,0,0,0
"22554","796","CALCA","ENSG00000110680",1,0,6,3,25,2
"22641","797","CALCB","ENSG00000175868",0,0,0,0,5,7
"22827","799","CALCR","ENSG00000004948",49,8,72,3,0,6
"22905","800","CALD1","ENSG00000122786",19830,452,12541,41,1547,2281
"22952","801","CALM1","ENSG00000198668",11746,528,5522,19,338,466
"23119","805","CALM2","ENSG00000143933",2316,133,1292,9,17,23
"23205","808","CALM3","ENSG00000160014",6420,344,3857,48,160,269
"23265","810","CALML3","ENSG00000178363",0,0,0,14,0,0
"23280","811","CALR","ENSG00000179218",17797,1419,11586,24,696,680
"23292","813","CALU","ENSG00000128595",2588,195,2250,8,229,210
"23304","814","CAMK4","ENSG00000152495",60,25,2,2,3,3
"23321","815","CAMK2A","ENSG00000070808",841,2,101,36,5,5
"23359","816","CAMK2B","ENSG00000058404",84,2,33,15,4,9
"23403","817","CAMK2D","ENSG00000145349",1256,114,710,2,44,83
"23426","818","CAMK2G","ENSG00000148660",1092,94,529,16,58,24
"23464","819","CAMLG","ENSG00000164615",790,44,302,3,27,28
"23475","820","CAMP","ENSG00000164047",42,2,0,0,2,0
"23481","821","CANX","ENSG00000127022",18001,1155,13086,81,486,404
"23482","821","CANX","ENSG00000283777",18001,1155,13086,81,486,404
"23486","822","CAPG","ENSG00000042493",1640,127,890,2,23,117
"23493","823","CAPN1","ENSG00000014216",1729,259,885,4,152,71
"23497","824","CAPN2","ENSG00000162909",2812,278,1504,40,359,212
"23501","825","CAPN3","ENSG00000092529",144,48,61,4,71,44
"23502","826","CAPNS1","ENSG00000126247",2671,249,1341,35,134,161
"23507","827","CAPN6","ENSG00000077274",0,0,0,1,0,1
"23511","828","CAPS","ENSG00000105519",44,7,32,0,6,1
"23516","829","CAPZA1","ENSG00000116489",1161,135,582,3,26,32
"23528","830","CAPZA2","ENSG00000198898",2518,260,1492,0,48,87
"23533","831","CAST","ENSG00000153113",2928,493,3747,21,205,282
"23541","832","CAPZB","ENSG00000077549",7416,651,4466,3,86,216
"23551","833","CARS1","ENSG00000110619",871,115,637,1,75,71
"23552","833","CARS1","ENSG00000278191",871,115,637,1,75,71
"23562","834","CASP1","ENSG00000137752",849,97,858,3,59,55
"23603","835","CASP2","ENSG00000106144",565,42,252,1,21,30
"23638","836","CASP3","ENSG00000164305",410,21,353,26,57,34
"23685","837","CASP4","ENSG00000196954",645,164,366,1,121,104
"23719","838","CASP5","ENSG00000137757",25,3,4,0,0,1
"23775","839","CASP6","ENSG00000138794",195,22,122,0,10,2
"23820","840","CASP7","ENSG00000165806",742,35,304,0,16,25
"23863","841","CASP8","ENSG00000064012",517,108,325,1,12,45
"23923","842","CASP9","ENSG00000132906",178,5,103,5,7,22
"24003","843","CASP10","ENSG00000003400",2285,148,1254,1,221,85
"24054","844","CASQ1","ENSG00000143318",8,4,0,0,0,3
"24104","845","CASQ2","ENSG00000118729",216,8,210,0,2,3
"24152","846","CASR","ENSG00000036828",0,6,5,12,1,3
"24227","847","CAT","ENSG00000121691",1543,256,1094,1,19,56
"24605","857","CAV1","ENSG00000105974",1545,76,1083,1,45,52
"24615","858","CAV2","ENSG00000105971",1950,88,958,0,55,63
"24619","859","CAV3","ENSG00000182533",0,0,0,0,0,0
"24622","860","RUNX2","ENSG00000124813",867,103,600,5,20,9
"24633","861","RUNX1","ENSG00000159216",2185,257,1053,32,38,101
"24640","862","RUNX1T1","ENSG00000079102",1938,106,966,1,93,54
"24650","863","CBFA2T3","ENSG00000129993",782,160,425,4,21,36
"24661","864","RUNX3","ENSG00000020633",85,55,44,5,8,8
"24672","865","CBFB","ENSG00000067955",768,125,500,27,42,42
"24681","866","SERPINA6","ENSG00000170099",0,0,1,2,0,0
"24682","866","SERPINA6","ENSG00000277405",0,0,1,2,0,0
"24693","867","CBL","ENSG00000110395",2712,290,1547,104,217,127
"24702","868","CBLB","ENSG00000114423",463,111,316,1,88,132
"24711","869","CBLN1","ENSG00000102924",1,0,1,1,2,1
"24732","871","SERPINH1","ENSG00000149257",2349,271,2352,10,223,209
"24752","873","CBR1","ENSG00000159228",360,22,126,0,1,16
"24761","874","CBR3","ENSG00000159231",99,2,43,0,8,3
"24772","875","CBS","ENSG00000160200",100,10,43,12,1,9
"24822","881","CCIN","ENSG00000185972",13,0,0,0,0,1
"24841","883","KYAT1","ENSG00000171097",105,9,68,0,6,7
"24842","883","KYAT1","ENSG00000286112",105,9,68,0,6,7
"24862","885","CCK","ENSG00000187094",23,0,22,0,7,2
"24878","886","CCKAR","ENSG00000163394",0,3,0,0,0,2
"24885","887","CCKBR","ENSG00000110148",16,0,0,3,1,0
"24910","889","KRIT1","ENSG00000001631",1105,91,812,1,124,56
"24922","890","CCNA2","ENSG00000145386",6,4,2,0,1,2
"24930","891","CCNB1","ENSG00000134057",90,1,34,0,15,29
"24940","892","CCNC","ENSG00000112237",587,37,305,0,21,27
"24957","894","CCND2","ENSG00000118971",3864,243,2206,3,82,115
"24964","896","CCND3","ENSG00000112576",1211,174,459,7,34,48
"24988","898","CCNE1","ENSG00000105173",8,2,28,0,6,8
"25037","899","CCNF","ENSG00000162063",77,14,43,37,145,94
"25058","900","CCNG1","ENSG00000113328",1141,112,554,0,58,32
"25072","901","CCNG2","ENSG00000138764",968,72,507,2,11,33
"25091","902","CCNH","ENSG00000134480",946,72,538,2,68,56
"25141","904","CCNT1","ENSG00000129315",1063,82,763,30,51,59
"25163","905","CCNT2","ENSG00000082258",796,117,618,1,97,63
"25224","908","CCT6A","ENSG00000146731",1393,113,857,5,91,54
"25248","909","CD1A","ENSG00000158477",0,0,0,0,0,13
"25268","910","CD1B","ENSG00000158485",0,0,1,0,6,1
"25282","911","CD1C","ENSG00000158481",21,7,5,7,0,0
"25301","912","CD1D","ENSG00000158473",26,0,35,9,4,3
"25318","913","CD1E","ENSG00000158488",0,0,0,0,16,2
"25341","914","CD2","ENSG00000116824",15,10,5,0,0,2
"25365","915","CD3D","ENSG00000167286",10,0,0,4,3,6
"25382","916","CD3E","ENSG00000198851",60,53,3,1,3,3
"25410","917","CD3G","ENSG00000160654",18,15,0,0,1,0
"25449","919","CD247","ENSG00000198821",19,15,7,15,0,5
"25464","920","CD4","ENSG00000010610",6035,381,4413,5,13,27
"25479","921","CD5","ENSG00000110448",24,12,32,15,0,2
"25501","922","CD5L","ENSG00000073754",3,0,2,10,1,7
"25526","923","CD6","ENSG00000013725",12,0,17,0,3,6
"25547","924","CD7","ENSG00000173762",67,35,32,0,0,2
"25561","925","CD8A","ENSG00000153563",32,43,0,5,0,1
"25577","926","CD8B","ENSG00000172116",17,20,1,1,0,0
"25618","928","CD9","ENSG00000010278",1485,74,561,14,101,50
"25632","929","CD14","ENSG00000170458",3507,462,1482,61,4,36
"25651","930","CD19","ENSG00000177455",39,14,23,4,0,10
"25666","931","MS4A1","ENSG00000156738",50,5,1,4,3,2
"25688","932","MS4A3","ENSG00000149516",3,0,0,0,0,1
"25689","932","MS4A3","ENSG00000284903",3,0,0,0,0,1
"25702","933","CD22","ENSG00000012124",32,4,4,0,0,8
"25796","939","CD27","ENSG00000139193",77,1,15,0,0,0
"25812","940","CD28","ENSG00000178562",343,12,87,0,1,11
"25841","941","CD80","ENSG00000121594",16,0,15,0,0,1
"25867","942","CD86","ENSG00000114013",2322,112,2475,23,1,20
"25885","943","TNFRSF8","ENSG00000120949",48,15,21,5,0,29
"25907","944","TNFSF8","ENSG00000106952",341,25,381,0,10,3
"25917","945","CD33","ENSG00000105383",473,39,354,1,5,1
"25927","946","SIGLEC6","ENSG00000105492",8,0,0,0,0,2
"25937","947","CD34","ENSG00000174059",5672,570,3073,4,356,250
"25947","948","CD36","ENSG00000135218",1402,14,631,1,4,33
"25955","949","SCARB1","ENSG00000073060",5206,124,2512,24,37,60
"25964","950","SCARB2","ENSG00000138760",9319,395,5596,7,111,80
"25976","951","CD37","ENSG00000104894",1906,229,1975,3,16,64
"25986","952","CD38","ENSG00000004468",44,0,13,9,34,6
"25996","953","ENTPD1","ENSG00000138185",4799,375,3556,6,535,178
"26006","954","ENTPD2","ENSG00000054179",14,0,24,1,0,5
"26014","955","ENTPD6","ENSG00000197586",420,76,385,4,41,28
"26024","956","ENTPD3","ENSG00000168032",0,0,11,0,0,2
"26033","957","ENTPD5","ENSG00000187097",154,27,69,0,10,9
"26041","958","CD40","ENSG00000101017",381,49,196,3,60,13
"26052","959","CD40LG","ENSG00000102245",14,8,6,1,1,1
"26057","960","CD44","ENSG00000026508",3353,424,770,7,24,81
"26065","961","CD47","ENSG00000196776",1093,75,642,6,41,32
"26074","962","CD48","ENSG00000117091",134,88,11,0,0,5
"26083","963","CD53","ENSG00000143119",2794,304,1868,2,29,33
"26104","965","CD58","ENSG00000116815",280,51,166,1,20,10
"26123","966","CD59","ENSG00000085063",8755,878,3822,9,502,252
"26134","967","CD63","ENSG00000135404",5265,494,4118,16,86,128
"26145","968","CD68","ENSG00000129226",10318,787,10008,4,50,169
"26155","969","CD69","ENSG00000110848",906,29,164,0,16,6
"26167","970","CD70","ENSG00000125726",1,0,0,0,3,1
"26177","971","CD72","ENSG00000137101",21,10,26,1,2,5
"26188","972","CD74","ENSG00000019582",59643,8517,56729,53,1380,510
"26200","973","CD79A","ENSG00000105369",50,0,3,31,24,0
"26211","974","CD79B","ENSG00000007312",32,3,6,1,0,0
"26223","975","CD81","ENSG00000110651",7799,739,5614,4,91,140
"26233","976","ADGRE5","ENSG00000123146",1134,293,283,12,6,39
"26242","977","CD151","ENSG00000177697",1252,159,842,1,94,114
